node,col,row,failure_count,total_tests
0,0,0,0,57
1,0,1,0,43
2,0,2,0,57
3,0,3,0,43
4,0,4,0,57
5,1,0,0,43
6,1,1,0,57
7,1,2,0,43
8,1,3,27,57
9,1,4,21,43
10,2,0,0,57
11,2,1,0,43
12,2,2,0,57
13,2,3,0,43
14,2,4,0,57
15,3,0,0,43
16,3,1,0,57
17,3,2,0,43
18,3,3,0,57
19,3,4,0,43
20,4,0,27,57
21,4,1,0,43
22,4,2,0,57
23,4,3,0,43
24,4,4,0,57
25,5,0,0,43
26,5,1,0,57
27,5,2,0,43
28,5,3,0,57
29,5,4,0,43
30,6,0,0,57
31,6,1,0,43
32,6,2,0,57
33,6,3,0,43
34,6,4,0,57
35,7,0,0,43
36,7,1,0,57
37,7,2,0,43
38,7,3,0,57
39,7,4,0,43
40,8,0,0,57
41,8,1,0,43
42,8,2,0,57
43,8,3,21,43
44,8,4,0,57
45,9,0,0,43
46,9,1,0,57
47,9,2,0,43
48,9,3,0,57
49,9,4,0,43
50,10,0,0,57
51,10,1,0,43
52,10,2,0,57
53,10,3,0,43
54,10,4,0,57
55,11,0,0,43
56,11,1,0,57
57,11,2,0,43
58,11,3,0,57
59,11,4,0,43
60,12,0,0,57
61,12,1,0,43
62,12,2,0,57
63,12,3,0,43
64,12,4,27,57
65,13,0,0,43
66,13,1,0,57
67,13,2,0,43
68,13,3,0,57
69,13,4,0,43
70,14,0,0,57
71,14,1,21,43
72,14,2,0,57
73,14,3,0,43
74,14,4,0,57
75,15,0,21,43
76,15,1,0,57
77,15,2,0,43
78,15,3,0,57
79,15,4,0,43
80,16,0,0,57
81,16,1,0,43
82,16,2,0,57
83,16,3,0,43
84,16,4,0,57
85,17,0,0,43
86,17,1,27,57
87,17,2,0,43
88,17,3,0,57
89,17,4,0,43
90,18,0,0,57
91,18,1,0,43
92,18,2,0,57
93,18,3,0,43
94,18,4,0,57
95,19,0,0,43
96,19,1,0,57
97,19,2,0,43
98,19,3,0,57
99,19,4,21,43
100,20,0,0,57
101,20,1,21,43
102,20,2,0,57
103,20,3,0,43
104,20,4,0,57
