node,col,row,failure_count,total_tests
0,0,0,0,56
1,0,1,0,44
2,0,2,0,56
3,0,3,0,44
4,0,4,0,56
5,1,0,0,44
6,1,1,0,56
7,1,2,0,44
8,1,3,25,56
9,1,4,24,44
10,2,0,0,56
11,2,1,0,44
12,2,2,0,56
13,2,3,0,44
14,2,4,0,56
15,3,0,0,44
16,3,1,0,56
17,3,2,0,44
18,3,3,0,56
19,3,4,0,44
20,4,0,25,56
21,4,1,0,44
22,4,2,0,56
23,4,3,0,44
24,4,4,0,56
25,5,0,0,44
26,5,1,0,56
27,5,2,0,44
28,5,3,0,56
29,5,4,0,44
30,6,0,0,56
31,6,1,0,44
32,6,2,0,56
33,6,3,0,44
34,6,4,0,56
35,7,0,0,44
36,7,1,0,56
37,7,2,0,44
38,7,3,0,56
39,7,4,0,44
40,8,0,0,56
41,8,1,0,44
42,8,2,0,56
43,8,3,24,44
44,8,4,0,56
45,9,0,0,44
46,9,1,0,56
47,9,2,0,44
48,9,3,0,56
49,9,4,0,44
50,10,0,0,56
51,10,1,0,44
52,10,2,0,56
53,10,3,0,44
54,10,4,0,56
55,11,0,0,44
56,11,1,0,56
57,11,2,0,44
58,11,3,0,56
59,11,4,0,44
60,12,0,0,56
61,12,1,0,44
62,12,2,0,56
63,12,3,0,44
64,12,4,25,56
65,13,0,0,44
66,13,1,0,56
67,13,2,0,44
68,13,3,0,56
69,13,4,0,44
70,14,0,0,56
71,14,1,24,44
72,14,2,0,56
73,14,3,0,44
74,14,4,0,56
75,15,0,24,44
76,15,1,0,56
77,15,2,0,44
78,15,3,0,56
79,15,4,0,44
80,16,0,0,56
81,16,1,0,44
82,16,2,0,56
83,16,3,0,44
84,16,4,0,56
85,17,0,0,44
86,17,1,25,56
87,17,2,0,44
88,17,3,0,56
89,17,4,0,44
90,18,0,0,56
91,18,1,0,44
92,18,2,0,56
93,18,3,0,44
94,18,4,0,56
95,19,0,0,44
96,19,1,0,56
97,19,2,0,44
98,19,3,0,56
99,19,4,24,44
100,20,0,0,56
101,20,1,24,44
102,20,2,0,56
103,20,3,0,44
104,20,4,0,56
