node,col,row,failure_count,total_tests
0,0,0,0,44
1,0,1,0,56
2,0,2,0,44
3,0,3,0,56
4,0,4,0,44
5,1,0,0,56
6,1,1,0,44
7,1,2,0,56
8,1,3,13,44
9,1,4,18,56
10,2,0,0,44
11,2,1,0,56
12,2,2,0,44
13,2,3,0,56
14,2,4,0,44
15,3,0,0,56
16,3,1,0,44
17,3,2,0,56
18,3,3,0,44
19,3,4,0,56
20,4,0,13,44
21,4,1,0,56
22,4,2,0,44
23,4,3,0,56
24,4,4,0,44
25,5,0,0,56
26,5,1,0,44
27,5,2,0,56
28,5,3,0,44
29,5,4,0,56
30,6,0,0,44
31,6,1,0,56
32,6,2,0,44
33,6,3,0,56
34,6,4,0,44
35,7,0,0,56
36,7,1,0,44
37,7,2,0,56
38,7,3,0,44
39,7,4,0,56
40,8,0,0,44
41,8,1,0,56
42,8,2,0,44
43,8,3,18,56
44,8,4,0,44
45,9,0,0,56
46,9,1,0,44
47,9,2,0,56
48,9,3,0,44
49,9,4,0,56
50,10,0,0,44
51,10,1,0,56
52,10,2,0,44
53,10,3,0,56
54,10,4,0,44
55,11,0,0,56
56,11,1,0,44
57,11,2,0,56
58,11,3,0,44
59,11,4,0,56
60,12,0,0,44
61,12,1,0,56
62,12,2,0,44
63,12,3,0,56
64,12,4,13,44
65,13,0,0,56
66,13,1,0,44
67,13,2,0,56
68,13,3,0,44
69,13,4,0,56
70,14,0,0,44
71,14,1,18,56
72,14,2,0,44
73,14,3,0,56
74,14,4,0,44
75,15,0,18,56
76,15,1,0,44
77,15,2,0,56
78,15,3,0,44
79,15,4,0,56
80,16,0,0,44
81,16,1,0,56
82,16,2,0,44
83,16,3,0,56
84,16,4,0,44
85,17,0,0,56
86,17,1,13,44
87,17,2,0,56
88,17,3,0,44
89,17,4,0,56
90,18,0,0,44
91,18,1,0,56
92,18,2,0,44
93,18,3,0,56
94,18,4,0,44
95,19,0,0,56
96,19,1,0,44
97,19,2,0,56
98,19,3,0,44
99,19,4,18,56
100,20,0,0,44
101,20,1,18,56
102,20,2,0,44
103,20,3,0,56
104,20,4,0,44
