node,col,row,failure_count,total_tests
0,0,0,0,58
1,0,1,0,42
2,0,2,0,58
3,0,3,0,42
4,0,4,0,58
5,1,0,0,42
6,1,1,0,58
7,1,2,0,42
8,1,3,18,58
9,1,4,18,42
10,2,0,0,58
11,2,1,0,42
12,2,2,0,58
13,2,3,0,42
14,2,4,0,58
15,3,0,0,42
16,3,1,0,58
17,3,2,0,42
18,3,3,0,58
19,3,4,0,42
20,4,0,18,58
21,4,1,0,42
22,4,2,0,58
23,4,3,0,42
24,4,4,0,58
25,5,0,0,42
26,5,1,0,58
27,5,2,0,42
28,5,3,0,58
29,5,4,0,42
30,6,0,0,58
31,6,1,0,42
32,6,2,0,58
33,6,3,0,42
34,6,4,0,58
35,7,0,0,42
36,7,1,0,58
37,7,2,0,42
38,7,3,0,58
39,7,4,0,42
40,8,0,0,58
41,8,1,0,42
42,8,2,0,58
43,8,3,18,42
44,8,4,0,58
45,9,0,0,42
46,9,1,0,58
47,9,2,0,42
48,9,3,0,58
49,9,4,0,42
50,10,0,0,58
51,10,1,0,42
52,10,2,0,58
53,10,3,0,42
54,10,4,0,58
55,11,0,0,42
56,11,1,0,58
57,11,2,0,42
58,11,3,0,58
59,11,4,0,42
60,12,0,0,58
61,12,1,0,42
62,12,2,0,58
63,12,3,0,42
64,12,4,18,58
65,13,0,0,42
66,13,1,0,58
67,13,2,0,42
68,13,3,0,58
69,13,4,0,42
70,14,0,0,58
71,14,1,18,42
72,14,2,0,58
73,14,3,0,42
74,14,4,0,58
75,15,0,18,42
76,15,1,0,58
77,15,2,0,42
78,15,3,0,58
79,15,4,0,42
80,16,0,0,58
81,16,1,0,42
82,16,2,0,58
83,16,3,0,42
84,16,4,0,58
85,17,0,0,42
86,17,1,18,58
87,17,2,0,42
88,17,3,0,58
89,17,4,0,42
90,18,0,0,58
91,18,1,0,42
92,18,2,0,58
93,18,3,0,42
94,18,4,0,58
95,19,0,0,42
96,19,1,0,58
97,19,2,0,42
98,19,3,0,58
99,19,4,18,42
100,20,0,0,58
101,20,1,18,42
102,20,2,0,58
103,20,3,0,42
104,20,4,0,58
