node,col,row,failure_count,total_tests
0,0,0,0,49
1,0,1,0,51
2,0,2,0,49
3,0,3,1,51
4,0,4,0,49
5,1,0,2,51
6,1,1,0,49
7,1,2,2,51
8,1,3,1,49
9,1,4,0,51
10,2,0,2,49
11,2,1,5,51
12,2,2,0,49
13,2,3,0,51
14,2,4,1,49
15,3,0,2,51
16,3,1,2,49
17,3,2,0,51
18,3,3,0,49
19,3,4,0,51
20,4,0,3,49
21,4,1,0,51
22,4,2,1,49
23,4,3,1,51
24,4,4,1,49
25,5,0,0,51
26,5,1,0,49
27,5,2,0,51
28,5,3,1,49
29,5,4,2,51
30,6,0,1,49
31,6,1,1,51
32,6,2,0,49
33,6,3,0,51
34,6,4,1,49
35,7,0,0,51
36,7,1,0,49
37,7,2,1,51
38,7,3,0,49
39,7,4,1,51
40,8,0,1,49
41,8,1,1,51
42,8,2,1,49
43,8,3,0,51
44,8,4,0,49
45,9,0,1,51
46,9,1,0,49
47,9,2,0,51
48,9,3,0,49
49,9,4,1,51
50,10,0,0,49
51,10,1,0,51
52,10,2,4,49
53,10,3,1,51
54,10,4,0,49
55,11,0,0,51
56,11,1,0,49
57,11,2,0,51
58,11,3,0,49
59,11,4,2,51
60,12,0,2,49
61,12,1,2,51
62,12,2,1,49
63,12,3,0,51
64,12,4,0,49
65,13,0,1,51
66,13,1,0,49
67,13,2,0,51
68,13,3,0,49
69,13,4,4,51
70,14,0,1,49
71,14,1,1,51
72,14,2,1,49
73,14,3,3,51
74,14,4,0,49
75,15,0,0,51
76,15,1,0,49
77,15,2,1,51
78,15,3,0,49
79,15,4,3,51
80,16,0,1,49
81,16,1,1,51
82,16,2,0,49
83,16,3,4,51
84,16,4,1,49
85,17,0,0,51
86,17,1,0,49
87,17,2,0,51
88,17,3,1,49
89,17,4,2,51
90,18,0,3,49
91,18,1,1,51
92,18,2,2,49
93,18,3,1,51
94,18,4,2,49
95,19,0,0,51
96,19,1,1,49
97,19,2,1,51
98,19,3,1,49
99,19,4,0,51
100,20,0,0,49
101,20,1,1,51
102,20,2,1,49
103,20,3,2,51
104,20,4,0,49
