protocol,noise_model,parameter,circuit_label,n_failed_test_rounds,decoded_output,correct_value,match,computation_outcomes_count
Dummyless,depolarising,0.001,circuit2696.qasm,13,1,1,✓,65
Dummyless,depolarising,0.001,circuit9107.qasm,21,0,0,✓,35
FK12,depolarising,0.05,circuit3589.qasm,100,0,0,✓,41
Dummyless,depolarising,0.001,circuit4002.qasm,14,1,1,✓,65
Dummyless,depolarising,0.001,circuit6691.qasm,19,1,1,✓,62
Dummyless,depolarising,0.001,circuit5607.qasm,15,1,1,✓,65
Dummyless,depolarising,0.001,circuit2264.qasm,12,0,0,✓,33
Dummyless,depolarising,0.001,circuit9611.qasm,10,1,1,✓,59
Dummyless,depolarising,0.001,circuit8380.qasm,16,0,0,✓,37
Dummyless,depolarising,0.001,circuit0126.qasm,6,0,0,✓,38
Dummyless,depolarising,0.001,circuit4611.qasm,16,0,0,✓,32
Dummyless,depolarising,0.001,circuit5679.qasm,27,0,1,✗,47
Dummyless,depolarising,0.001,circuit0255.qasm,13,0,0,✓,42
Dummyless,depolarising,0.001,circuit8253.qasm,16,1,1,✓,59
Dummyless,depolarising,0.001,circuit0905.qasm,15,1,1,✓,61
Dummyless,depolarising,0.001,circuit6067.qasm,12,1,1,✓,68
Dummyless,depolarising,0.001,circuit6124.qasm,15,0,0,✓,30
Dummyless,depolarising,0.001,circuit2343.qasm,11,0,0,✓,36
Dummyless,depolarising,0.001,circuit1864.qasm,19,1,1,✓,69
Dummyless,depolarising,0.001,circuit4703.qasm,18,1,1,✓,67
Dummyless,depolarising,0.001,circuit2419.qasm,20,1,1,✓,57
Dummyless,depolarising,0.001,circuit2715.qasm,20,0,0,✓,46
Dummyless,depolarising,0.001,circuit8326.qasm,14,0,0,✓,44
Dummyless,depolarising,0.001,circuit1480.qasm,13,1,1,✓,66
Dummyless,depolarising,0.001,circuit7242.qasm,16,1,1,✓,63
Dummyless,depolarising,0.001,circuit8043.qasm,19,0,0,✓,30
Dummyless,depolarising,0.001,circuit7101.qasm,14,1,1,✓,66
Dummyless,depolarising,0.001,circuit0730.qasm,19,1,1,✓,64
Dummyless,depolarising,0.001,circuit3387.qasm,15,1,1,✓,65
Dummyless,depolarising,0.001,circuit7947.qasm,14,1,1,✓,69
Dummyless,depolarising,0.001,circuit2244.qasm,12,1,1,✓,60
Dummyless,depolarising,0.001,circuit2886.qasm,15,1,1,✓,65
Dummyless,depolarising,0.001,circuit9678.qasm,15,1,1,✓,74
Dummyless,depolarising,0.001,circuit7085.qasm,8,0,0,✓,33
Dummyless,depolarising,0.001,circuit6663.qasm,13,1,0,✗,50
Dummyless,depolarising,0.001,circuit4932.qasm,12,1,1,✓,54
Dummyless,depolarising,0.001,circuit3047.qasm,8,1,1,✓,67
Dummyless,depolarising,0.001,circuit3840.qasm,18,0,0,✓,34
Dummyless,depolarising,0.001,circuit8100.qasm,20,0,0,✓,36
Dummyless,depolarising,0.001,circuit6734.qasm,12,1,1,✓,59
Dummyless,depolarising,0.001,circuit8556.qasm,12,0,0,✓,32
Dummyless,depolarising,0.001,circuit2017.qasm,16,1,1,✓,63
Dummyless,depolarising,0.001,circuit9638.qasm,21,0,0,✓,41
Dummyless,depolarising,0.001,circuit5383.qasm,17,0,0,✓,39
Dummyless,depolarising,0.001,circuit7799.qasm,16,0,0,✓,44
Dummyless,depolarising,0.001,circuit3751.qasm,17,1,1,✓,58
Dummyless,depolarising,0.001,circuit5296.qasm,26,1,1,✓,65
Dummyless,depolarising,0.001,circuit0742.qasm,12,1,1,✓,56
Dummyless,depolarising,0.001,circuit2587.qasm,19,1,1,✓,65
Dummyless,depolarising,0.001,circuit0571.qasm,16,0,0,✓,39
Dummyless,depolarising,0.001,circuit3589.qasm,19,0,0,✓,39
Dummyless,depolarising,0.001,circuit9367.qasm,7,1,1,✓,61
Dummyless,depolarising,0.001,circuit5028.qasm,9,0,0,✓,38
Dummyless,depolarising,0.001,circuit3647.qasm,17,1,1,✓,58
Dummyless,depolarising,0.001,circuit2971.qasm,12,1,1,✓,66
Dummyless,depolarising,0.001,circuit5613.qasm,15,0,0,✓,30
Dummyless,depolarising,0.001,circuit3669.qasm,17,0,0,✓,25
Dummyless,depolarising,0.001,circuit8891.qasm,19,0,0,✓,39
Dummyless,depolarising,0.001,circuit2471.qasm,11,0,0,✓,27
Dummyless,depolarising,0.001,circuit1737.qasm,24,1,1,✓,65
Dummyless,depolarising,0.001,circuit8242.qasm,13,1,1,✓,63
Dummyless,depolarising,0.001,circuit3498.qasm,16,0,0,✓,46
Dummyless,depolarising,0.001,circuit4099.qasm,13,1,1,✓,64
Dummyless,depolarising,0.001,circuit0581.qasm,11,1,1,✓,67
Dummyless,depolarising,0.001,circuit3783.qasm,19,1,1,✓,51
Dummyless,depolarising,0.001,circuit4909.qasm,19,0,0,✓,45
Dummyless,depolarising,0.001,circuit4708.qasm,13,1,1,✓,67
Dummyless,depolarising,0.001,circuit0427.qasm,13,0,0,✓,42
Dummyless,depolarising,0.001,circuit0086.qasm,13,0,0,✓,38
Dummyless,depolarising,0.001,circuit0499.qasm,14,1,1,✓,66
Dummyless,depolarising,0.001,circuit8036.qasm,11,1,1,✓,57
Dummyless,depolarising,0.001,circuit6424.qasm,7,0,0,✓,36
Dummyless,depolarising,0.001,circuit8725.qasm,15,0,0,✓,35
Dummyless,depolarising,0.001,circuit7197.qasm,11,1,1,✓,60
Dummyless,depolarising,0.001,circuit0662.qasm,16,0,0,✓,43
Dummyless,depolarising,0.001,circuit6104.qasm,12,0,0,✓,32
Dummyless,depolarising,0.001,circuit8433.qasm,17,0,0,✓,35
Dummyless,depolarising,0.001,circuit5104.qasm,18,1,1,✓,64
Dummyless,depolarising,0.001,circuit1665.qasm,12,0,0,✓,45
Dummyless,depolarising,0.001,circuit5432.qasm,10,0,0,✓,31
Dummyless,depolarising,0.001,circuit5516.qasm,16,0,0,✓,39
Dummyless,depolarising,0.001,circuit6474.qasm,15,1,1,✓,69
Dummyless,depolarising,0.001,circuit8753.qasm,16,0,0,✓,33
Dummyless,depolarising,0.001,circuit9081.qasm,15,1,1,✓,74
Dummyless,depolarising,0.001,circuit2424.qasm,15,1,1,✓,60
Dummyless,depolarising,0.001,circuit8389.qasm,20,0,0,✓,40
Dummyless,depolarising,0.001,circuit2204.qasm,14,0,0,✓,36
Dummyless,depolarising,0.001,circuit8024.qasm,17,1,1,✓,56
Dummyless,depolarising,0.001,circuit9451.qasm,18,1,1,✓,56
Dummyless,depolarising,0.001,circuit9803.qasm,9,0,0,✓,38
Dummyless,depolarising,0.001,circuit8579.qasm,11,1,1,✓,71
Dummyless,malicious,0,circuit3387.qasm,0,1,1,✓,61
Dummyless,malicious,0,circuit6663.qasm,0,1,0,✗,51
Dummyless,malicious,0,circuit1864.qasm,0,1,1,✓,65
Dummyless,malicious,0,circuit8043.qasm,0,0,0,✓,30
Dummyless,malicious,0,circuit2587.qasm,0,1,1,✓,74
Dummyless,malicious,0,circuit7242.qasm,0,1,1,✓,53
Dummyless,malicious,0,circuit0730.qasm,0,1,1,✓,62
Dummyless,malicious,0,circuit4932.qasm,0,1,1,✓,56
Dummyless,malicious,0,circuit1480.qasm,0,1,1,✓,65
Dummyless,malicious,0,circuit9638.qasm,0,0,0,✓,41
Dummyless,malicious,0,circuit2017.qasm,0,1,1,✓,64
Dummyless,malicious,0,circuit9081.qasm,0,1,1,✓,66
Dummyless,malicious,0,circuit7085.qasm,0,0,0,✓,30
Dummyless,malicious,0,circuit3751.qasm,0,1,1,✓,61
Dummyless,malicious,0,circuit8556.qasm,0,0,0,✓,28
Dummyless,malicious,0,circuit3840.qasm,0,0,0,✓,33
Dummyless,malicious,0,circuit2264.qasm,0,0,0,✓,31
Dummyless,malicious,0,circuit4871.qasm,0,1,1,✓,69
Dummyless,malicious,0,circuit4002.qasm,0,1,1,✓,65
Dummyless,malicious,0,circuit2696.qasm,0,1,1,✓,72
Dummyless,malicious,0,circuit4611.qasm,0,0,0,✓,39
Dummyless,malicious,0,circuit0126.qasm,0,0,0,✓,22
Dummyless,malicious,0,circuit5607.qasm,0,1,1,✓,67
Dummyless,malicious,0,circuit6388.qasm,0,0,0,✓,26
Dummyless,malicious,0,circuit6547.qasm,0,0,0,✓,43
Dummyless,malicious,0.1,circuit8753.qasm,6,0,0,✓,44
Dummyless,malicious,0.1,circuit8024.qasm,10,1,1,✓,71
Dummyless,malicious,0,circuit0302.qasm,0,1,1,✓,64
Dummyless,malicious,0,circuit6124.qasm,0,0,0,✓,38
Dummyless,malicious,0,circuit0905.qasm,0,1,1,✓,64
Dummyless,malicious,0,circuit2419.qasm,0,1,1,✓,68
Dummyless,malicious,0.05,circuit8556.qasm,3,0,0,✓,40
Dummyless,malicious,0,circuit0255.qasm,0,0,0,✓,37
Dummyless,malicious,0.05,circuit4932.qasm,2,1,1,✓,60
Dummyless,malicious,0.05,circuit9638.qasm,3,0,0,✓,36
Dummyless,malicious,0.05,circuit2017.qasm,4,1,1,✓,62
Dummyless,malicious,0.05,circuit3751.qasm,2,1,1,✓,55
Dummyless,malicious,0.05,circuit3387.qasm,2,1,1,✓,60
Dummyless,malicious,0,circuit3669.qasm,0,0,0,✓,32
Dummyless,malicious,0,circuit2471.qasm,0,0,0,✓,30
Dummyless,malicious,0,circuit0571.qasm,0,0,0,✓,39
Dummyless,malicious,0,circuit5613.qasm,0,0,0,✓,29
Dummyless,malicious,0.05,circuit1864.qasm,5,1,1,✓,68
Dummyless,malicious,0,circuit9367.qasm,0,1,1,✓,63
Dummyless,malicious,0,circuit3647.qasm,0,1,1,✓,57
Dummyless,malicious,0.05,circuit7085.qasm,2,0,0,✓,32
Dummyless,malicious,0.05,circuit6124.qasm,6,0,0,✓,38
Dummyless,malicious,0.05,circuit3840.qasm,5,0,0,✓,44
Dummyless,malicious,0.05,circuit2419.qasm,4,1,1,✓,67
Dummyless,malicious,0.05,circuit1480.qasm,5,1,1,✓,69
Dummyless,malicious,0.05,circuit0730.qasm,3,1,1,✓,63
Dummyless,malicious,0.05,circuit8043.qasm,3,0,0,✓,37
Dummyless,malicious,0.05,circuit0905.qasm,3,1,1,✓,69
Dummyless,malicious,0.05,circuit0255.qasm,4,0,0,✓,36
Dummyless,malicious,0.05,circuit7242.qasm,4,1,1,✓,56
Dummyless,malicious,0.05,circuit6663.qasm,4,0,0,✓,34
Dummyless,malicious,0.05,circuit0302.qasm,5,1,1,✓,62
Dummyless,malicious,0.1,circuit2264.qasm,11,0,0,✓,33
Dummyless,malicious,0.05,circuit4002.qasm,3,1,1,✓,79
Dummyless,malicious,0.05,circuit5607.qasm,3,1,1,✓,60
Dummyless,malicious,0.1,circuit4871.qasm,7,1,1,✓,69
Dummyless,malicious,0.1,circuit6388.qasm,8,0,0,✓,38
Dummyless,malicious,0.05,circuit2264.qasm,4,0,0,✓,38
Dummyless,malicious,0.1,circuit4002.qasm,6,1,1,✓,65
Dummyless,malicious,0.05,circuit8753.qasm,3,0,0,✓,34
Dummyless,malicious,0.05,circuit2204.qasm,4,0,0,✓,38
Dummyless,malicious,0.1,circuit2696.qasm,11,1,1,✓,68
Dummyless,malicious,0.1,circuit0126.qasm,4,0,0,✓,40
Dummyless,malicious,0.1,circuit0730.qasm,7,1,1,✓,64
Dummyless,malicious,0.1,circuit1480.qasm,5,1,1,✓,70
Dummyless,malicious,0.05,circuit9367.qasm,3,1,1,✓,61
Dummyless,malicious,0.05,circuit3647.qasm,2,1,1,✓,64
Dummyless,malicious,0.1,circuit8043.qasm,9,0,0,✓,32
Dummyless,malicious,0.05,circuit3669.qasm,6,0,0,✓,33
Dummyless,malicious,0.1,circuit1864.qasm,5,1,1,✓,65
Dummyless,malicious,0.05,circuit5613.qasm,4,0,0,✓,38
Dummyless,malicious,0.05,circuit0571.qasm,2,0,0,✓,36
Dummyless,malicious,0.1,circuit2419.qasm,5,1,1,✓,63
Dummyless,malicious,0.1,circuit7242.qasm,8,1,1,✓,58
Dummyless,malicious,0.05,circuit2587.qasm,1,1,1,✓,73
Dummyless,malicious,0.1,circuit2017.qasm,5,1,1,✓,60
Dummyless,malicious,0.1,circuit3840.qasm,8,0,0,✓,48
Dummyless,malicious,0.1,circuit3751.qasm,9,1,1,✓,58
Dummyless,malicious,0.1,circuit8556.qasm,8,0,0,✓,36
Dummyless,malicious,0.1,circuit9638.qasm,9,0,0,✓,42
Dummyless,malicious,0.1,circuit4932.qasm,10,1,1,✓,58
Dummyless,malicious,0,circuit7197.qasm,0,1,1,✓,63
Dummyless,malicious,0,circuit5432.qasm,0,0,0,✓,28
Dummyless,malicious,0.05,circuit4909.qasm,3,0,0,✓,39
Dummyless,malicious,0,circuit3783.qasm,0,1,1,✓,67
Dummyless,malicious,0.05,circuit2696.qasm,4,1,1,✓,59
Dummyless,malicious,0.05,circuit5432.qasm,3,0,0,✓,41
Dummyless,malicious,0,circuit8753.qasm,0,0,0,✓,30
Dummyless,malicious,0,circuit6104.qasm,0,0,0,✓,29
Dummyless,malicious,0.05,circuit0086.qasm,5,0,0,✓,28
Dummyless,malicious,0.05,circuit6104.qasm,3,0,0,✓,27
Dummyless,malicious,0,circuit0581.qasm,0,1,1,✓,61
Dummyless,malicious,0,circuit4909.qasm,0,0,0,✓,39
Dummyless,malicious,0,circuit8389.qasm,0,0,0,✓,34
Dummyless,malicious,0,circuit0427.qasm,0,0,0,✓,40
Dummyless,malicious,0,circuit8024.qasm,0,1,1,✓,51
Dummyless,malicious,0.05,circuit3783.qasm,3,1,1,✓,70
Dummyless,malicious,0.05,circuit0126.qasm,3,0,0,✓,35
Dummyless,malicious,0.05,circuit7197.qasm,3,1,1,✓,65
Dummyless,malicious,0.1,circuit6663.qasm,7,0,0,✓,34
Dummyless,malicious,0.1,circuit7085.qasm,9,0,0,✓,36
Dummyless,malicious,0.1,circuit0255.qasm,8,0,0,✓,39
Dummyless,malicious,0.05,circuit2471.qasm,6,0,0,✓,34
Dummyless,malicious,0.05,circuit4611.qasm,2,0,0,✓,35
Dummyless,malicious,0.1,circuit3387.qasm,9,1,1,✓,66
Dummyless,malicious,0,circuit2204.qasm,0,0,0,✓,46
Dummyless,malicious,0.05,circuit0427.qasm,3,0,0,✓,43
Dummyless,malicious,0.05,circuit9081.qasm,1,1,1,✓,65
Dummyless,malicious,0,circuit0086.qasm,0,0,0,✓,36
Dummyless,malicious,0.05,circuit6547.qasm,5,0,0,✓,29
Dummyless,malicious,0,circuit8433.qasm,0,0,0,✓,27
Dummyless,malicious,0,circuit8725.qasm,0,0,0,✓,40
Dummyless,malicious,0.05,circuit8433.qasm,4,0,0,✓,26
Dummyless,malicious,0.05,circuit8725.qasm,5,0,0,✓,36
Dummyless,malicious,0.05,circuit6388.qasm,3,0,0,✓,32
Dummyless,malicious,0.05,circuit0581.qasm,6,1,1,✓,64
Dummyless,malicious,0.05,circuit4871.qasm,4,1,1,✓,67
Dummyless,malicious,0.1,circuit6124.qasm,6,0,0,✓,42
Dummyless,malicious,0.1,circuit6547.qasm,7,0,0,✓,43
Dummyless,malicious,0.1,circuit4611.qasm,8,0,0,✓,30
Dummyless,malicious,0.05,circuit8024.qasm,4,1,1,✓,55
Dummyless,malicious,0.1,circuit0905.qasm,11,1,1,✓,66
Dummyless,malicious,0.1,circuit0302.qasm,6,1,1,✓,53
Dummyless,malicious,0.05,circuit8389.qasm,4,0,0,✓,36
Dummyless,malicious,0.1,circuit5607.qasm,5,1,1,✓,65
Dummyless,malicious,0,circuit2244.qasm,0,1,1,✓,70
Dummyless,malicious,0,circuit2886.qasm,0,1,1,✓,65
Dummyless,malicious,0,circuit7947.qasm,0,1,1,✓,71
Dummyless,malicious,0,circuit5565.qasm,0,1,1,✓,69
Dummyless,malicious,0,circuit0742.qasm,0,1,1,✓,59
Dummyless,malicious,0,circuit7101.qasm,0,1,1,✓,67
Dummyless,malicious,0,circuit8326.qasm,0,0,0,✓,38
Dummyless,malicious,0,circuit3047.qasm,0,1,1,✓,63
Dummyless,malicious,0,circuit2715.qasm,0,0,0,✓,43
Dummyless,malicious,0,circuit5296.qasm,0,1,1,✓,67
Dummyless,malicious,0,circuit8100.qasm,0,0,0,✓,28
Dummyless,malicious,0,circuit2424.qasm,0,1,1,✓,60
Dummyless,malicious,0,circuit9678.qasm,0,1,1,✓,71
Dummyless,malicious,0,circuit5383.qasm,0,0,0,✓,33
Dummyless,malicious,0,circuit7799.qasm,0,0,0,✓,44
Dummyless,malicious,0,circuit6734.qasm,0,1,1,✓,63
Dummyless,malicious,0,circuit8380.qasm,0,0,0,✓,34
Dummyless,malicious,0,circuit7077.qasm,0,1,1,✓,56
Dummyless,malicious,0,circuit6691.qasm,0,1,1,✓,68
Dummyless,malicious,0,circuit9107.qasm,0,0,0,✓,24
Dummyless,malicious,0,circuit9611.qasm,0,1,1,✓,56
Dummyless,malicious,0,circuit5679.qasm,0,1,1,✓,59
Dummyless,malicious,0,circuit8232.qasm,0,0,0,✓,41
Dummyless,malicious,0,circuit4079.qasm,0,0,0,✓,36
Dummyless,malicious,0,circuit3191.qasm,0,1,1,✓,69
Dummyless,malicious,0,circuit7587.qasm,0,1,1,✓,65
Dummyless,malicious,0.1,circuit9803.qasm,8,0,0,✓,41
Dummyless,malicious,0.1,circuit8579.qasm,7,1,1,✓,70
Dummyless,malicious,0,circuit2343.qasm,0,0,0,✓,36
Dummyless,malicious,0,circuit8253.qasm,0,1,1,✓,63
Dummyless,malicious,0.15,circuit6547.qasm,17,0,0,✓,43
Dummyless,malicious,0,circuit4703.qasm,0,1,1,✓,72
Dummyless,malicious,0.15,circuit8232.qasm,14,0,0,✓,44
Dummyless,malicious,0.15,circuit2696.qasm,12,1,1,✓,60
Dummyless,malicious,0,circuit6067.qasm,0,1,1,✓,61
Dummyless,malicious,0.15,circuit6388.qasm,11,0,0,✓,47
Dummyless,malicious,0.15,circuit4079.qasm,15,0,0,✓,39
Dummyless,malicious,0.15,circuit4871.qasm,12,1,1,✓,59
Dummyless,malicious,0.15,circuit9107.qasm,11,0,0,✓,39
Dummyless,malicious,0.05,circuit7799.qasm,3,0,0,✓,42
Dummyless,malicious,0.05,circuit8100.qasm,4,0,0,✓,41
Dummyless,malicious,0.05,circuit3047.qasm,5,1,1,✓,63
Dummyless,malicious,0.05,circuit5296.qasm,5,1,1,✓,61
Dummyless,malicious,0.15,circuit7077.qasm,15,1,1,✓,62
Dummyless,malicious,0.05,circuit2244.qasm,3,1,1,✓,67
Dummyless,malicious,0.05,circuit5383.qasm,3,0,0,✓,35
Dummyless,malicious,0.15,circuit2264.qasm,17,0,0,✓,37
Dummyless,malicious,0.15,circuit8380.qasm,15,0,0,✓,45
Dummyless,malicious,0,circuit8891.qasm,0,0,0,✓,34
Dummyless,malicious,0,circuit3589.qasm,0,0,0,✓,39
Dummyless,malicious,0,circuit3498.qasm,0,0,0,✓,47
Dummyless,malicious,0,circuit1737.qasm,0,1,1,✓,69
Dummyless,malicious,0,circuit5028.qasm,0,0,0,✓,31
Dummyless,malicious,0,circuit2971.qasm,0,1,1,✓,64
Dummyless,malicious,0.05,circuit5565.qasm,5,1,1,✓,72
Dummyless,malicious,0.05,circuit9678.qasm,3,1,1,✓,63
Dummyless,malicious,0.05,circuit6734.qasm,5,1,1,✓,66
Dummyless,malicious,0.05,circuit4703.qasm,4,1,1,✓,69
Dummyless,malicious,0.05,circuit2343.qasm,3,0,0,✓,40
Dummyless,malicious,0.05,circuit8326.qasm,6,0,0,✓,43
Dummyless,malicious,0.05,circuit7947.qasm,3,1,1,✓,68
Dummyless,malicious,0.05,circuit2715.qasm,0,0,0,✓,43
Dummyless,malicious,0.05,circuit6067.qasm,5,1,1,✓,59
Dummyless,malicious,0.05,circuit8253.qasm,2,1,1,✓,60
Dummyless,malicious,0.05,circuit7101.qasm,5,1,1,✓,67
Dummyless,malicious,0.15,circuit4002.qasm,13,1,1,✓,68
Dummyless,malicious,0.05,circuit2886.qasm,5,1,1,✓,73
Dummyless,malicious,0.05,circuit7587.qasm,3,1,1,✓,75
Dummyless,malicious,0.1,circuit8380.qasm,4,0,0,✓,39
Dummyless,malicious,0.1,circuit7077.qasm,7,1,1,✓,60
Dummyless,malicious,0.05,circuit6691.qasm,1,1,1,✓,57
Dummyless,malicious,0.05,circuit8380.qasm,4,0,0,✓,40
Dummyless,malicious,0.05,circuit3191.qasm,5,1,1,✓,64
Dummyless,malicious,0.15,circuit6691.qasm,10,1,1,✓,61
Dummyless,malicious,0.1,circuit8232.qasm,9,0,0,✓,35
Dummyless,malicious,0.05,circuit9803.qasm,4,0,0,✓,44
Dummyless,malicious,0.1,circuit6691.qasm,10,1,1,✓,71
Dummyless,malicious,0.1,circuit9107.qasm,5,0,0,✓,41
Dummyless,malicious,0.05,circuit6474.qasm,5,1,1,✓,67
Dummyless,malicious,0.1,circuit9611.qasm,8,1,1,✓,62
Dummyless,malicious,0.15,circuit0126.qasm,10,0,0,✓,38
Dummyless,malicious,0.1,circuit8326.qasm,10,0,0,✓,34
Dummyless,malicious,0.1,circuit2715.qasm,5,0,0,✓,37
Dummyless,malicious,0.05,circuit2971.qasm,3,1,1,✓,70
Dummyless,malicious,0.05,circuit5028.qasm,4,0,0,✓,29
Dummyless,malicious,0.05,circuit8891.qasm,4,0,0,✓,41
Dummyless,malicious,0.05,circuit1737.qasm,3,1,1,✓,64
Dummyless,malicious,0.1,circuit5565.qasm,7,1,1,✓,67
Dummyless,malicious,0.05,circuit3589.qasm,3,0,0,✓,28
Dummyless,malicious,0.1,circuit7947.qasm,6,1,1,✓,62
Dummyless,malicious,0.1,circuit4703.qasm,9,1,1,✓,60
Dummyless,malicious,0.05,circuit0742.qasm,3,1,1,✓,60
Dummyless,malicious,0.1,circuit7101.qasm,8,1,1,✓,72
Dummyless,malicious,0.15,circuit4611.qasm,12,0,0,✓,41
Dummyless,malicious,0.15,circuit9611.qasm,14,1,1,✓,63
Dummyless,malicious,0.1,circuit8100.qasm,8,0,0,✓,36
Dummyless,malicious,0.1,circuit5383.qasm,6,0,0,✓,43
Dummyless,malicious,0.1,circuit6734.qasm,7,1,1,✓,62
Dummyless,malicious,0.1,circuit5296.qasm,5,1,1,✓,55
Dummyless,malicious,0.1,circuit3047.qasm,8,1,1,✓,71
Dummyless,malicious,0.1,circuit7799.qasm,7,0,0,✓,38
Dummyless,malicious,0,circuit5104.qasm,0,1,1,✓,71
Dummyless,malicious,0.15,circuit5679.qasm,9,1,1,✓,58
Dummyless,malicious,0,circuit5516.qasm,0,0,0,✓,43
Dummyless,malicious,0.05,circuit1665.qasm,5,0,0,✓,37
Dummyless,malicious,0,circuit8036.qasm,0,1,1,✓,61
Dummyless,malicious,0.05,circuit8242.qasm,4,1,1,✓,61
Dummyless,malicious,0.05,circuit5516.qasm,5,0,0,✓,42
Dummyless,malicious,0.05,circuit4708.qasm,2,1,1,✓,60
Dummyless,malicious,0.05,circuit9107.qasm,3,0,0,✓,31
Dummyless,malicious,0,circuit4099.qasm,0,1,1,✓,71
Dummyless,malicious,0.1,circuit2204.qasm,8,0,0,✓,42
Dummyless,malicious,0,circuit4708.qasm,0,1,1,✓,73
Dummyless,malicious,0,circuit1665.qasm,0,0,0,✓,37
Dummyless,malicious,0,circuit0662.qasm,0,0,0,✓,38
Dummyless,malicious,0.05,circuit4099.qasm,5,1,1,✓,69
Dummyless,malicious,0,circuit9451.qasm,0,1,1,✓,56
Dummyless,malicious,0.05,circuit3498.qasm,3,0,0,✓,42
Dummyless,malicious,0,circuit8579.qasm,0,1,1,✓,61
Dummyless,malicious,0.1,circuit2886.qasm,8,1,1,✓,64
Dummyless,malicious,0.05,circuit5104.qasm,2,1,1,✓,71
Dummyless,malicious,0.05,circuit5679.qasm,5,1,1,✓,56
Dummyless,malicious,0.05,circuit6424.qasm,4,0,0,✓,37
Dummyless,malicious,0,circuit9803.qasm,0,0,0,✓,37
Dummyless,malicious,0.05,circuit9611.qasm,5,1,1,✓,55
Dummyless,malicious,0.1,circuit9678.qasm,8,1,1,✓,71
Dummyless,malicious,0,circuit6424.qasm,0,0,0,✓,31
Dummyless,malicious,0.1,circuit6067.qasm,11,1,1,✓,68
Dummyless,malicious,0.1,circuit2244.qasm,6,1,1,✓,53
Dummyless,malicious,0.05,circuit2424.qasm,2,1,1,✓,66
Dummyless,malicious,0,circuit8242.qasm,0,1,1,✓,60
Dummyless,malicious,0.1,circuit8389.qasm,5,0,0,✓,49
Dummyless,malicious,0,circuit6474.qasm,0,1,1,✓,62
Dummyless,malicious,0.05,circuit4079.qasm,4,0,0,✓,36
Dummyless,malicious,0.05,circuit0662.qasm,3,0,0,✓,38
Dummyless,malicious,0,circuit0499.qasm,0,1,1,✓,64
Dummyless,malicious,0.05,circuit8232.qasm,4,0,0,✓,32
Dummyless,malicious,0.05,circuit0499.qasm,3,1,1,✓,69
Dummyless,malicious,0.05,circuit8036.qasm,4,1,1,✓,64
Dummyless,malicious,0.1,circuit5432.qasm,9,0,0,✓,40
Dummyless,malicious,0.05,circuit7077.qasm,3,1,1,✓,53
Dummyless,malicious,0.1,circuit0571.qasm,10,0,0,✓,45
Dummyless,malicious,0.1,circuit9081.qasm,5,1,1,✓,64
Dummyless,malicious,0.1,circuit2587.qasm,7,1,1,✓,67
Dummyless,malicious,0.1,circuit0086.qasm,10,0,0,✓,40
Dummyless,malicious,0.1,circuit2343.qasm,7,0,0,✓,45
Dummyless,malicious,0.1,circuit3647.qasm,4,1,1,✓,62
Dummyless,malicious,0.1,circuit7197.qasm,5,1,1,✓,57
Dummyless,malicious,0.1,circuit4909.qasm,7,0,0,✓,45
Dummyless,malicious,0.1,circuit4079.qasm,7,0,0,✓,34
Dummyless,malicious,0.05,circuit8579.qasm,2,1,1,✓,58
Dummyless,malicious,0.1,circuit5679.qasm,6,1,1,✓,61
Dummyless,malicious,0.1,circuit3783.qasm,7,1,1,✓,72
Dummyless,malicious,0.1,circuit5613.qasm,8,0,0,✓,30
Dummyless,malicious,0.1,circuit3669.qasm,6,0,0,✓,31
Dummyless,malicious,0.1,circuit8253.qasm,7,1,1,✓,61
Dummyless,malicious,0.1,circuit7587.qasm,9,1,1,✓,64
Dummyless,malicious,0.1,circuit8433.qasm,5,0,0,✓,43
Dummyless,malicious,0.15,circuit5607.qasm,11,1,1,✓,59
Dummyless,malicious,0.15,circuit3191.qasm,15,1,1,✓,61
Dummyless,malicious,0.1,circuit0427.qasm,8,0,0,✓,38
Dummyless,malicious,0.05,circuit9451.qasm,5,1,1,✓,68
Dummyless,malicious,0.1,circuit2471.qasm,5,0,0,✓,35
Dummyless,malicious,0.1,circuit3191.qasm,8,1,1,✓,65
Dummyless,malicious,0.2,circuit0730.qasm,18,1,1,✓,65
Dummyless,malicious,0.15,circuit0302.qasm,11,0,1,✗,46
Dummyless,malicious,0.1,circuit8725.qasm,9,0,0,✓,34
Dummyless,malicious,0.1,circuit0581.qasm,10,1,1,✓,68
Dummyless,malicious,0.1,circuit9367.qasm,9,1,1,✓,65
Dummyless,malicious,0.1,circuit6104.qasm,5,0,0,✓,42
Dummyless,malicious,0.2,circuit1480.qasm,19,1,1,✓,64
Dummyless,malicious,0.15,circuit7587.qasm,13,1,1,✓,60
Dummyless,malicious,0.2,circuit7242.qasm,16,1,1,✓,53
Dummyless,malicious,0.2,circuit2715.qasm,18,0,0,✓,42
Dummyless,malicious,0.2,circuit8043.qasm,14,0,0,✓,45
Dummyless,malicious,0.15,circuit8253.qasm,11,1,1,✓,59
Dummyless,malicious,0.2,circuit8326.qasm,14,0,0,✓,45
Dummyless,malicious,0.15,circuit0905.qasm,17,1,1,✓,67
Dummyless,malicious,0.2,circuit7101.qasm,14,1,1,✓,62
Dummyless,malicious,0.15,circuit6067.qasm,13,1,1,✓,60
