node,col,row,failure_count,total_tests
0,0,0,0,53
1,0,1,0,47
2,0,2,0,53
3,0,3,0,47
4,0,4,0,53
5,1,0,0,47
6,1,1,0,53
7,1,2,0,47
8,1,3,9,53
9,1,4,7,47
10,2,0,0,53
11,2,1,0,47
12,2,2,0,53
13,2,3,0,47
14,2,4,0,53
15,3,0,0,47
16,3,1,0,53
17,3,2,0,47
18,3,3,0,53
19,3,4,0,47
20,4,0,9,53
21,4,1,0,47
22,4,2,0,53
23,4,3,0,47
24,4,4,0,53
25,5,0,0,47
26,5,1,0,53
27,5,2,0,47
28,5,3,0,53
29,5,4,0,47
30,6,0,0,53
31,6,1,0,47
32,6,2,0,53
33,6,3,0,47
34,6,4,0,53
35,7,0,0,47
36,7,1,0,53
37,7,2,0,47
38,7,3,0,53
39,7,4,0,47
40,8,0,0,53
41,8,1,0,47
42,8,2,0,53
43,8,3,7,47
44,8,4,0,53
45,9,0,0,47
46,9,1,0,53
47,9,2,0,47
48,9,3,0,53
49,9,4,0,47
50,10,0,0,53
51,10,1,0,47
52,10,2,0,53
53,10,3,0,47
54,10,4,0,53
55,11,0,0,47
56,11,1,0,53
57,11,2,0,47
58,11,3,0,53
59,11,4,0,47
60,12,0,0,53
61,12,1,0,47
62,12,2,0,53
63,12,3,0,47
64,12,4,9,53
65,13,0,0,47
66,13,1,0,53
67,13,2,0,47
68,13,3,0,53
69,13,4,0,47
70,14,0,0,53
71,14,1,7,47
72,14,2,0,53
73,14,3,0,47
74,14,4,0,53
75,15,0,7,47
76,15,1,0,53
77,15,2,0,47
78,15,3,0,53
79,15,4,0,47
80,16,0,0,53
81,16,1,0,47
82,16,2,0,53
83,16,3,0,47
84,16,4,0,53
85,17,0,0,47
86,17,1,9,53
87,17,2,0,47
88,17,3,0,53
89,17,4,0,47
90,18,0,0,53
91,18,1,0,47
92,18,2,0,53
93,18,3,0,47
94,18,4,0,53
95,19,0,0,47
96,19,1,0,53
97,19,2,0,47
98,19,3,0,53
99,19,4,7,47
100,20,0,0,53
101,20,1,7,47
102,20,2,0,53
103,20,3,0,47
104,20,4,0,53
