node,col,row,failure_count,total_tests
0,0,0,3,59
1,0,1,0,41
2,0,2,2,59
3,0,3,1,41
4,0,4,4,59
5,1,0,5,41
6,1,1,6,59
7,1,2,5,41
8,1,3,6,59
9,1,4,5,41
10,2,0,13,59
11,2,1,14,41
12,2,2,13,59
13,2,3,8,41
14,2,4,10,59
15,3,0,8,41
16,3,1,11,59
17,3,2,3,41
18,3,3,11,59
19,3,4,4,41
20,4,0,19,59
21,4,1,9,41
22,4,2,10,59
23,4,3,11,41
24,4,4,8,59
25,5,0,1,41
26,5,1,7,59
27,5,2,6,41
28,5,3,13,59
29,5,4,6,41
30,6,0,11,59
31,6,1,9,41
32,6,2,13,59
33,6,3,10,41
34,6,4,17,59
35,7,0,7,41
36,7,1,12,59
37,7,2,9,41
38,7,3,5,59
39,7,4,10,41
40,8,0,6,59
41,8,1,3,41
42,8,2,15,59
43,8,3,8,41
44,8,4,12,59
45,9,0,11,41
46,9,1,9,59
47,9,2,5,41
48,9,3,7,59
49,9,4,10,41
50,10,0,8,59
51,10,1,9,41
52,10,2,9,59
53,10,3,7,41
54,10,4,12,59
55,11,0,5,41
56,11,1,12,59
57,11,2,9,41
58,11,3,8,59
59,11,4,9,41
60,12,0,11,59
61,12,1,5,41
62,12,2,13,59
63,12,3,7,41
64,12,4,11,59
65,13,0,3,41
66,13,1,10,59
67,13,2,6,41
68,13,3,13,59
69,13,4,7,41
70,14,0,11,59
71,14,1,8,41
72,14,2,12,59
73,14,3,13,41
74,14,4,10,59
75,15,0,6,41
76,15,1,11,59
77,15,2,9,41
78,15,3,8,59
79,15,4,9,41
80,16,0,10,59
81,16,1,7,41
82,16,2,13,59
83,16,3,8,41
84,16,4,12,59
85,17,0,9,41
86,17,1,14,59
87,17,2,6,41
88,17,3,10,59
89,17,4,6,41
90,18,0,13,59
91,18,1,11,41
92,18,2,14,59
93,18,3,12,41
94,18,4,12,59
95,19,0,9,41
96,19,1,12,59
97,19,2,7,41
98,19,3,10,59
99,19,4,6,41
100,20,0,12,59
101,20,1,5,41
102,20,2,19,59
103,20,3,10,41
104,20,4,7,59
