node,col,row,failure_count,total_tests
0,0,0,1,48
1,0,1,7,52
2,0,2,2,48
3,0,3,1,52
4,0,4,1,48
5,1,0,7,52
6,1,1,4,48
7,1,2,8,52
8,1,3,4,48
9,1,4,4,52
10,2,0,9,48
11,2,1,16,52
12,2,2,14,48
13,2,3,9,52
14,2,4,6,48
15,3,0,9,52
16,3,1,9,48
17,3,2,7,52
18,3,3,9,48
19,3,4,7,52
20,4,0,8,48
21,4,1,12,52
22,4,2,10,48
23,4,3,10,52
24,4,4,8,48
25,5,0,4,52
26,5,1,9,48
27,5,2,8,52
28,5,3,4,48
29,5,4,7,52
30,6,0,8,48
31,6,1,11,52
32,6,2,12,48
33,6,3,7,52
34,6,4,11,48
35,7,0,4,52
36,7,1,11,48
37,7,2,7,52
38,7,3,2,48
39,7,4,9,52
40,8,0,7,48
41,8,1,6,52
42,8,2,8,48
43,8,3,9,52
44,8,4,16,48
45,9,0,4,52
46,9,1,12,48
47,9,2,13,52
48,9,3,8,48
49,9,4,13,52
50,10,0,7,48
51,10,1,15,52
52,10,2,5,48
53,10,3,7,52
54,10,4,9,48
55,11,0,11,52
56,11,1,3,48
57,11,2,8,52
58,11,3,8,48
59,11,4,9,52
60,12,0,11,48
61,12,1,13,52
62,12,2,13,48
63,12,3,15,52
64,12,4,7,48
65,13,0,4,52
66,13,1,7,48
67,13,2,8,52
68,13,3,14,48
69,13,4,12,52
70,14,0,8,48
71,14,1,6,52
72,14,2,7,48
73,14,3,16,52
74,14,4,14,48
75,15,0,9,52
76,15,1,7,48
77,15,2,8,52
78,15,3,12,48
79,15,4,8,52
80,16,0,7,48
81,16,1,10,52
82,16,2,8,48
83,16,3,13,52
84,16,4,15,48
85,17,0,6,52
86,17,1,12,48
87,17,2,6,52
88,17,3,10,48
89,17,4,12,52
90,18,0,11,48
91,18,1,10,52
92,18,2,12,48
93,18,3,15,52
94,18,4,7,48
95,19,0,6,52
96,19,1,8,48
97,19,2,14,52
98,19,3,11,48
99,19,4,4,52
100,20,0,7,48
101,20,1,16,52
102,20,2,7,48
103,20,3,10,52
104,20,4,6,48
