node,col,row,failure_count,total_tests
0,0,0,3,51
1,0,1,1,49
2,0,2,1,51
3,0,3,2,49
4,0,4,3,51
5,1,0,2,49
6,1,1,5,51
7,1,2,5,49
8,1,3,6,51
9,1,4,5,49
10,2,0,11,51
11,2,1,10,49
12,2,2,13,51
13,2,3,8,49
14,2,4,11,51
15,3,0,9,49
16,3,1,6,51
17,3,2,10,49
18,3,3,10,51
19,3,4,2,49
20,4,0,9,51
21,4,1,9,49
22,4,2,16,51
23,4,3,12,49
24,4,4,9,51
25,5,0,9,49
26,5,1,13,51
27,5,2,4,49
28,5,3,16,51
29,5,4,7,49
30,6,0,7,51
31,6,1,11,49
32,6,2,12,51
33,6,3,8,49
34,6,4,8,51
35,7,0,3,49
36,7,1,13,51
37,7,2,12,49
38,7,3,4,51
39,7,4,13,49
40,8,0,8,51
41,8,1,11,49
42,8,2,10,51
43,8,3,12,49
44,8,4,8,51
45,9,0,5,49
46,9,1,9,51
47,9,2,13,49
48,9,3,6,51
49,9,4,9,49
50,10,0,12,51
51,10,1,9,49
52,10,2,11,51
53,10,3,11,49
54,10,4,4,51
55,11,0,7,49
56,11,1,10,51
57,11,2,10,49
58,11,3,9,51
59,11,4,7,49
60,12,0,11,51
61,12,1,12,49
62,12,2,8,51
63,12,3,13,49
64,12,4,7,51
65,13,0,5,49
66,13,1,14,51
67,13,2,8,49
68,13,3,8,51
69,13,4,7,49
70,14,0,5,51
71,14,1,9,49
72,14,2,12,51
73,14,3,9,49
74,14,4,16,51
75,15,0,5,49
76,15,1,11,51
77,15,2,8,49
78,15,3,11,51
79,15,4,3,49
80,16,0,6,51
81,16,1,4,49
82,16,2,16,51
83,16,3,9,49
84,16,4,14,51
85,17,0,10,49
86,17,1,13,51
87,17,2,6,49
88,17,3,11,51
89,17,4,9,49
90,18,0,12,51
91,18,1,12,49
92,18,2,14,51
93,18,3,9,49
94,18,4,3,51
95,19,0,7,49
96,19,1,10,51
97,19,2,10,49
98,19,3,8,51
99,19,4,8,49
100,20,0,10,51
101,20,1,9,49
102,20,2,6,51
103,20,3,8,49
104,20,4,8,51
