node,col,row,failure_count,total_tests
0,0,0,0,39
1,0,1,3,61
2,0,2,2,39
3,0,3,4,61
4,0,4,3,39
5,1,0,7,61
6,1,1,5,39
7,1,2,7,61
8,1,3,2,39
9,1,4,2,61
10,2,0,4,39
11,2,1,9,61
12,2,2,10,39
13,2,3,12,61
14,2,4,2,39
15,3,0,12,61
16,3,1,6,39
17,3,2,9,61
18,3,3,10,39
19,3,4,11,61
20,4,0,1,39
21,4,1,16,61
22,4,2,9,39
23,4,3,19,61
24,4,4,7,39
25,5,0,13,61
26,5,1,6,39
27,5,2,12,61
28,5,3,15,39
29,5,4,14,61
30,6,0,5,39
31,6,1,13,61
32,6,2,9,39
33,6,3,14,61
34,6,4,10,39
35,7,0,13,61
36,7,1,12,39
37,7,2,10,61
38,7,3,4,39
39,7,4,12,61
40,8,0,6,39
41,8,1,11,61
42,8,2,10,39
43,8,3,16,61
44,8,4,8,39
45,9,0,10,61
46,9,1,9,39
47,9,2,12,61
48,9,3,7,39
49,9,4,9,61
50,10,0,15,39
51,10,1,13,61
52,10,2,11,39
53,10,3,12,61
54,10,4,6,39
55,11,0,9,61
56,11,1,9,39
57,11,2,9,61
58,11,3,6,39
59,11,4,12,61
60,12,0,12,39
61,12,1,14,61
62,12,2,9,39
63,12,3,17,61
64,12,4,8,39
65,13,0,7,61
66,13,1,4,39
67,13,2,6,61
68,13,3,7,39
69,13,4,8,61
70,14,0,2,39
71,14,1,10,61
72,14,2,6,39
73,14,3,17,61
74,14,4,7,39
75,15,0,8,61
76,15,1,3,39
77,15,2,6,61
78,15,3,5,39
79,15,4,11,61
80,16,0,5,39
81,16,1,11,61
82,16,2,8,39
83,16,3,11,61
84,16,4,11,39
85,17,0,13,61
86,17,1,6,39
87,17,2,15,61
88,17,3,9,39
89,17,4,9,61
90,18,0,9,39
91,18,1,12,61
92,18,2,11,39
93,18,3,11,61
94,18,4,6,39
95,19,0,6,61
96,19,1,9,39
97,19,2,11,61
98,19,3,9,39
99,19,4,5,61
100,20,0,4,39
101,20,1,9,61
102,20,2,6,39
103,20,3,14,61
104,20,4,4,39
