node,col,row,failure_count,total_tests
0,0,0,1,52
1,0,1,2,48
2,0,2,4,52
3,0,3,2,48
4,0,4,2,52
5,1,0,7,48
6,1,1,7,52
7,1,2,9,48
8,1,3,5,52
9,1,4,2,48
10,2,0,13,52
11,2,1,14,48
12,2,2,12,52
13,2,3,11,48
14,2,4,5,52
15,3,0,11,48
16,3,1,7,52
17,3,2,12,48
18,3,3,9,52
19,3,4,7,48
20,4,0,7,52
21,4,1,6,48
22,4,2,12,52
23,4,3,13,48
24,4,4,6,52
25,5,0,5,48
26,5,1,10,52
27,5,2,8,48
28,5,3,11,52
29,5,4,12,48
30,6,0,8,52
31,6,1,14,48
32,6,2,7,52
33,6,3,10,48
34,6,4,11,52
35,7,0,3,48
36,7,1,9,52
37,7,2,6,48
38,7,3,8,52
39,7,4,11,48
40,8,0,9,52
41,8,1,7,48
42,8,2,11,52
43,8,3,13,48
44,8,4,12,52
45,9,0,10,48
46,9,1,7,52
47,9,2,11,48
48,9,3,11,52
49,9,4,8,48
50,10,0,15,52
51,10,1,8,48
52,10,2,15,52
53,10,3,15,48
54,10,4,5,52
55,11,0,6,48
56,11,1,9,52
57,11,2,11,48
58,11,3,14,52
59,11,4,5,48
60,12,0,11,52
61,12,1,11,48
62,12,2,9,52
63,12,3,12,48
64,12,4,11,52
65,13,0,9,48
66,13,1,7,52
67,13,2,5,48
68,13,3,13,52
69,13,4,2,48
70,14,0,8,52
71,14,1,10,48
72,14,2,11,52
73,14,3,12,48
74,14,4,11,52
75,15,0,9,48
76,15,1,13,52
77,15,2,11,48
78,15,3,18,52
79,15,4,8,48
80,16,0,7,52
81,16,1,15,48
82,16,2,12,52
83,16,3,8,48
84,16,4,13,52
85,17,0,7,48
86,17,1,6,52
87,17,2,16,48
88,17,3,14,52
89,17,4,9,48
90,18,0,9,52
91,18,1,10,48
92,18,2,13,52
93,18,3,12,48
94,18,4,9,52
95,19,0,6,48
96,19,1,10,52
97,19,2,8,48
98,19,3,13,52
99,19,4,7,48
100,20,0,11,52
101,20,1,8,48
102,20,2,8,52
103,20,3,11,48
104,20,4,6,52
