node,col,row,failure_count,total_tests
0,0,0,0,235
1,0,1,37,265
2,0,2,0,235
3,1,0,25,265
4,1,1,94,235
5,1,2,0,265
6,2,0,78,235
7,2,1,134,265
8,2,2,0,235
9,3,0,41,265
10,3,1,79,235
11,3,2,0,265
12,4,0,0,235
13,4,1,37,265
14,4,2,0,235
15,5,0,0,265
16,5,1,0,235
17,5,2,0,265
18,6,0,31,235
19,6,1,0,265
20,6,2,0,235
21,7,0,85,265
22,7,1,0,235
23,7,2,0,265
24,8,0,107,235
25,8,1,80,265
26,8,2,0,235
27,9,0,168,265
28,9,1,120,235
29,9,2,0,265
30,10,0,174,235
31,10,1,181,265
32,10,2,0,235
33,11,0,84,265
34,11,1,135,235
35,11,2,0,265
36,12,0,0,235
37,12,1,73,265
38,12,2,0,235
39,13,0,0,265
40,13,1,0,235
41,13,2,0,265
42,14,0,0,235
43,14,1,0,265
44,14,2,57,235
45,15,0,0,265
46,15,1,0,235
47,15,2,150,265
48,16,0,0,235
49,16,1,13,265
50,16,2,68,235
51,17,0,19,265
52,17,1,52,235
53,17,2,0,265
54,18,0,58,235
55,18,1,107,265
56,18,2,0,235
57,19,0,10,265
58,19,1,58,235
59,19,2,0,265
60,20,0,0,235
61,20,1,20,265
62,20,2,0,235
