node,col,row,failure_count,total_tests
0,0,0,0,265
1,0,1,31,235
2,0,2,0,265
3,1,0,38,235
4,1,1,104,265
5,1,2,0,235
6,2,0,89,265
7,2,1,101,235
8,2,2,0,265
9,3,0,33,235
10,3,1,93,265
11,3,2,0,235
12,4,0,0,265
13,4,1,28,235
14,4,2,0,265
15,5,0,0,235
16,5,1,0,265
17,5,2,0,235
18,6,0,39,265
19,6,1,0,235
20,6,2,0,265
21,7,0,77,235
22,7,1,0,265
23,7,2,0,235
24,8,0,120,265
25,8,1,55,235
26,8,2,0,265
27,9,0,142,235
28,9,1,165,265
29,9,2,0,235
30,10,0,183,265
31,10,1,151,235
32,10,2,0,265
33,11,0,73,235
34,11,1,142,265
35,11,2,0,235
36,12,0,0,265
37,12,1,80,235
38,12,2,0,265
39,13,0,0,235
40,13,1,0,265
41,13,2,0,235
42,14,0,0,265
43,14,1,0,235
44,14,2,66,265
45,15,0,0,235
46,15,1,0,265
47,15,2,133,235
48,16,0,0,265
49,16,1,8,235
50,16,2,67,265
51,17,0,9,235
52,17,1,67,265
53,17,2,0,235
54,18,0,66,265
55,18,1,90,235
56,18,2,0,265
57,19,0,11,235
58,19,1,58,265
59,19,2,0,235
60,20,0,0,265
61,20,1,11,235
62,20,2,0,265
