node,col,row,failure_count,total_tests
0,0,0,0,265
1,0,1,29,235
2,0,2,0,265
3,1,0,20,235
4,1,1,91,265
5,1,2,0,235
6,2,0,83,265
7,2,1,129,235
8,2,2,0,265
9,3,0,31,235
10,3,1,89,265
11,3,2,0,235
12,4,0,0,265
13,4,1,32,235
14,4,2,0,265
15,5,0,0,235
16,5,1,0,265
17,5,2,0,235
18,6,0,35,265
19,6,1,0,235
20,6,2,0,265
21,7,0,76,235
22,7,1,0,265
23,7,2,0,235
24,8,0,101,265
25,8,1,55,235
26,8,2,0,265
27,9,0,148,235
28,9,1,140,265
29,9,2,0,235
30,10,0,188,265
31,10,1,167,235
32,10,2,0,265
33,11,0,63,235
34,11,1,156,265
35,11,2,0,235
36,12,0,0,265
37,12,1,70,235
38,12,2,0,265
39,13,0,0,235
40,13,1,0,265
41,13,2,0,235
42,14,0,0,265
43,14,1,0,235
44,14,2,62,265
45,15,0,0,235
46,15,1,0,265
47,15,2,127,235
48,16,0,0,265
49,16,1,16,235
50,16,2,58,265
51,17,0,15,235
52,17,1,58,265
53,17,2,0,235
54,18,0,72,265
55,18,1,96,235
56,18,2,0,265
57,19,0,18,235
58,19,1,54,265
59,19,2,0,235
60,20,0,0,265
61,20,1,13,235
62,20,2,0,265
