node,col,row,failure_count,total_tests
0,0,0,0,259
1,0,1,33,241
2,0,2,0,259
3,1,0,28,241
4,1,1,98,259
5,1,2,0,241
6,2,0,95,259
7,2,1,117,241
8,2,2,0,259
9,3,0,25,241
10,3,1,110,259
11,3,2,0,241
12,4,0,0,259
13,4,1,28,241
14,4,2,0,259
15,5,0,0,241
16,5,1,0,259
17,5,2,0,241
18,6,0,36,259
19,6,1,0,241
20,6,2,0,259
21,7,0,90,241
22,7,1,0,259
23,7,2,0,241
24,8,0,134,259
25,8,1,72,241
26,8,2,0,259
27,9,0,142,241
28,9,1,137,259
29,9,2,0,241
30,10,0,185,259
31,10,1,166,241
32,10,2,0,259
33,11,0,72,241
34,11,1,150,259
35,11,2,0,241
36,12,0,0,259
37,12,1,73,241
38,12,2,0,259
39,13,0,0,241
40,13,1,0,259
41,13,2,0,241
42,14,0,0,259
43,14,1,0,241
44,14,2,56,259
45,15,0,0,241
46,15,1,0,259
47,15,2,140,241
48,16,0,0,259
49,16,1,13,241
50,16,2,78,259
51,17,0,8,241
52,17,1,63,259
53,17,2,0,241
54,18,0,69,259
55,18,1,84,241
56,18,2,0,259
57,19,0,11,241
58,19,1,60,259
59,19,2,0,241
60,20,0,0,259
61,20,1,13,241
62,20,2,0,259
