node,col,row,failure_count,total_tests
0,0,0,0,256
1,0,1,33,244
2,0,2,0,256
3,1,0,40,244
4,1,1,102,256
5,1,2,0,244
6,2,0,95,256
7,2,1,116,244
8,2,2,0,256
9,3,0,32,244
10,3,1,88,256
11,3,2,0,244
12,4,0,0,256
13,4,1,31,244
14,4,2,0,256
15,5,0,0,244
16,5,1,0,256
17,5,2,0,244
18,6,0,36,256
19,6,1,0,244
20,6,2,0,256
21,7,0,81,244
22,7,1,0,256
23,7,2,0,244
24,8,0,97,256
25,8,1,83,244
26,8,2,0,256
27,9,0,147,244
28,9,1,134,256
29,9,2,0,244
30,10,0,177,256
31,10,1,177,244
32,10,2,0,256
33,11,0,71,244
34,11,1,157,256
35,11,2,0,244
36,12,0,0,256
37,12,1,67,244
38,12,2,0,256
39,13,0,0,244
40,13,1,0,256
41,13,2,0,244
42,14,0,0,256
43,14,1,0,244
44,14,2,59,256
45,15,0,0,244
46,15,1,0,256
47,15,2,135,244
48,16,0,0,256
49,16,1,17,244
50,16,2,57,256
51,17,0,12,244
52,17,1,62,256
53,17,2,0,244
54,18,0,63,256
55,18,1,101,244
56,18,2,0,256
57,19,0,11,244
58,19,1,55,256
59,19,2,0,244
60,20,0,0,256
61,20,1,13,244
62,20,2,0,256
