node,col,row,failure_count,total_tests
0,0,0,0,271
1,0,1,26,229
2,0,2,0,271
3,1,0,29,229
4,1,1,96,271
5,1,2,0,229
6,2,0,100,271
7,2,1,124,229
8,2,2,0,271
9,3,0,26,229
10,3,1,82,271
11,3,2,0,229
12,4,0,0,271
13,4,1,34,229
14,4,2,0,271
15,5,0,0,229
16,5,1,0,271
17,5,2,0,229
18,6,0,31,271
19,6,1,0,229
20,6,2,0,271
21,7,0,83,229
22,7,1,0,271
23,7,2,0,229
24,8,0,115,271
25,8,1,63,229
26,8,2,0,271
27,9,0,138,229
28,9,1,148,271
29,9,2,0,229
30,10,0,183,271
31,10,1,149,229
32,10,2,0,271
33,11,0,60,229
34,11,1,150,271
35,11,2,0,229
36,12,0,0,271
37,12,1,70,229
38,12,2,0,271
39,13,0,0,229
40,13,1,0,271
41,13,2,0,229
42,14,0,0,271
43,14,1,0,229
44,14,2,64,271
45,15,0,0,229
46,15,1,0,271
47,15,2,126,229
48,16,0,0,271
49,16,1,15,229
50,16,2,62,271
51,17,0,11,229
52,17,1,77,271
53,17,2,0,229
54,18,0,56,271
55,18,1,103,229
56,18,2,0,271
57,19,0,15,229
58,19,1,53,271
59,19,2,0,229
60,20,0,0,271
61,20,1,17,229
62,20,2,0,271
