node,col,row,failure_count,total_tests
0,0,0,0,249
1,0,1,30,251
2,0,2,0,249
3,1,0,33,251
4,1,1,87,249
5,1,2,0,251
6,2,0,89,249
7,2,1,122,251
8,2,2,0,249
9,3,0,33,251
10,3,1,89,249
11,3,2,0,251
12,4,0,0,249
13,4,1,22,251
14,4,2,0,249
15,5,0,0,251
16,5,1,0,249
17,5,2,0,251
18,6,0,36,249
19,6,1,0,251
20,6,2,0,249
21,7,0,66,251
22,7,1,0,249
23,7,2,0,251
24,8,0,115,249
25,8,1,60,251
26,8,2,0,249
27,9,0,145,251
28,9,1,148,249
29,9,2,0,251
30,10,0,179,249
31,10,1,180,251
32,10,2,0,249
33,11,0,70,251
34,11,1,133,249
35,11,2,0,251
36,12,0,0,249
37,12,1,74,251
38,12,2,0,249
39,13,0,0,251
40,13,1,0,249
41,13,2,0,251
42,14,0,0,249
43,14,1,0,251
44,14,2,63,249
45,15,0,0,251
46,15,1,0,249
47,15,2,140,251
48,16,0,0,249
49,16,1,13,251
50,16,2,71,249
51,17,0,12,251
52,17,1,56,249
53,17,2,0,251
54,18,0,66,249
55,18,1,96,251
56,18,2,0,249
57,19,0,17,251
58,19,1,67,249
59,19,2,0,251
60,20,0,0,249
61,20,1,16,251
62,20,2,0,249
