node,col,row,failure_count,total_tests
0,0,0,0,252
1,0,1,27,248
2,0,2,0,252
3,1,0,36,248
4,1,1,95,252
5,1,2,0,248
6,2,0,86,252
7,2,1,120,248
8,2,2,0,252
9,3,0,26,248
10,3,1,90,252
11,3,2,0,248
12,4,0,0,252
13,4,1,24,248
14,4,2,0,252
15,5,0,0,248
16,5,1,0,252
17,5,2,0,248
18,6,0,28,252
19,6,1,0,248
20,6,2,0,252
21,7,0,77,248
22,7,1,0,252
23,7,2,0,248
24,8,0,125,252
25,8,1,58,248
26,8,2,0,252
27,9,0,146,248
28,9,1,145,252
29,9,2,0,248
30,10,0,179,252
31,10,1,170,248
32,10,2,0,252
33,11,0,77,248
34,11,1,139,252
35,11,2,0,248
36,12,0,0,252
37,12,1,61,248
38,12,2,0,252
39,13,0,0,248
40,13,1,0,252
41,13,2,0,248
42,14,0,0,252
43,14,1,0,248
44,14,2,54,252
45,15,0,0,248
46,15,1,0,252
47,15,2,144,248
48,16,0,0,252
49,16,1,12,248
50,16,2,70,252
51,17,0,23,248
52,17,1,61,252
53,17,2,0,248
54,18,0,59,252
55,18,1,98,248
56,18,2,0,252
57,19,0,11,248
58,19,1,53,252
59,19,2,0,248
60,20,0,0,252
61,20,1,12,248
62,20,2,0,252
