node,col,row,failure_count,total_tests
0,0,0,0,238
1,0,1,33,262
2,0,2,0,238
3,1,0,33,262
4,1,1,89,238
5,1,2,0,262
6,2,0,95,238
7,2,1,121,262
8,2,2,0,238
9,3,0,37,262
10,3,1,80,238
11,3,2,0,262
12,4,0,0,238
13,4,1,30,262
14,4,2,0,238
15,5,0,0,262
16,5,1,0,238
17,5,2,0,262
18,6,0,32,238
19,6,1,0,262
20,6,2,0,238
21,7,0,88,262
22,7,1,0,238
23,7,2,0,262
24,8,0,101,238
25,8,1,75,262
26,8,2,0,238
27,9,0,168,262
28,9,1,131,238
29,9,2,0,262
30,10,0,162,238
31,10,1,178,262
32,10,2,0,238
33,11,0,75,262
34,11,1,121,238
35,11,2,0,262
36,12,0,0,238
37,12,1,82,262
38,12,2,0,238
39,13,0,0,262
40,13,1,0,238
41,13,2,0,262
42,14,0,0,238
43,14,1,0,262
44,14,2,57,238
45,15,0,0,262
46,15,1,0,238
47,15,2,149,262
48,16,0,0,238
49,16,1,7,262
50,16,2,54,238
51,17,0,13,262
52,17,1,49,238
53,17,2,0,262
54,18,0,59,238
55,18,1,89,262
56,18,2,0,238
57,19,0,16,262
58,19,1,78,238
59,19,2,0,262
60,20,0,0,238
61,20,1,13,262
62,20,2,0,238
