node,col,row,failure_count,total_tests
0,0,0,0,234
1,0,1,41,266
2,0,2,0,234
3,1,0,37,266
4,1,1,89,234
5,1,2,0,266
6,2,0,87,234
7,2,1,127,266
8,2,2,0,234
9,3,0,36,266
10,3,1,86,234
11,3,2,0,266
12,4,0,0,234
13,4,1,33,266
14,4,2,0,234
15,5,0,0,266
16,5,1,0,234
17,5,2,0,266
18,6,0,29,234
19,6,1,0,266
20,6,2,0,234
21,7,0,71,266
22,7,1,0,234
23,7,2,0,266
24,8,0,107,234
25,8,1,67,266
26,8,2,0,234
27,9,0,164,266
28,9,1,125,234
29,9,2,0,266
30,10,0,168,234
31,10,1,189,266
32,10,2,0,234
33,11,0,85,266
34,11,1,121,234
35,11,2,0,266
36,12,0,0,234
37,12,1,72,266
38,12,2,0,234
39,13,0,0,266
40,13,1,0,234
41,13,2,0,266
42,14,0,0,234
43,14,1,0,266
44,14,2,55,234
45,15,0,0,266
46,15,1,0,234
47,15,2,135,266
48,16,0,0,234
49,16,1,9,266
50,16,2,56,234
51,17,0,20,266
52,17,1,56,234
53,17,2,0,266
54,18,0,56,234
55,18,1,101,266
56,18,2,0,234
57,19,0,8,266
58,19,1,59,234
59,19,2,0,266
60,20,0,0,234
61,20,1,21,266
62,20,2,0,234
