node,col,row,failure_count,total_tests
0,0,0,0,243
1,0,1,37,257
2,0,2,0,243
3,1,0,32,257
4,1,1,93,243
5,1,2,0,257
6,2,0,85,243
7,2,1,123,257
8,2,2,0,243
9,3,0,26,257
10,3,1,92,243
11,3,2,0,257
12,4,0,0,243
13,4,1,37,257
14,4,2,0,243
15,5,0,0,257
16,5,1,0,243
17,5,2,0,257
18,6,0,26,243
19,6,1,0,257
20,6,2,0,243
21,7,0,86,257
22,7,1,0,243
23,7,2,0,257
24,8,0,104,243
25,8,1,75,257
26,8,2,0,243
27,9,0,157,257
28,9,1,123,243
29,9,2,0,257
30,10,0,165,243
31,10,1,181,257
32,10,2,0,243
33,11,0,76,257
34,11,1,143,243
35,11,2,0,257
36,12,0,0,243
37,12,1,83,257
38,12,2,0,243
39,13,0,0,257
40,13,1,0,243
41,13,2,0,257
42,14,0,0,243
43,14,1,0,257
44,14,2,63,243
45,15,0,0,257
46,15,1,0,243
47,15,2,134,257
48,16,0,0,243
49,16,1,11,257
50,16,2,59,243
51,17,0,14,257
52,17,1,60,243
53,17,2,0,257
54,18,0,72,243
55,18,1,102,257
56,18,2,0,243
57,19,0,12,257
58,19,1,68,243
59,19,2,0,257
60,20,0,0,243
61,20,1,9,257
62,20,2,0,243
