node,col,row,failure_count,total_tests
0,0,0,0,266
1,0,1,45,234
2,0,2,0,266
3,1,0,33,234
4,1,1,89,266
5,1,2,0,234
6,2,0,91,266
7,2,1,119,234
8,2,2,0,266
9,3,0,31,234
10,3,1,90,266
11,3,2,0,234
12,4,0,0,266
13,4,1,22,234
14,4,2,0,266
15,5,0,0,234
16,5,1,0,266
17,5,2,0,234
18,6,0,42,266
19,6,1,0,234
20,6,2,0,266
21,7,0,77,234
22,7,1,0,266
23,7,2,0,234
24,8,0,111,266
25,8,1,57,234
26,8,2,0,266
27,9,0,140,234
28,9,1,140,266
29,9,2,0,234
30,10,0,191,266
31,10,1,170,234
32,10,2,0,266
33,11,0,67,234
34,11,1,157,266
35,11,2,0,234
36,12,0,0,266
37,12,1,62,234
38,12,2,0,266
39,13,0,0,234
40,13,1,0,266
41,13,2,0,234
42,14,0,0,266
43,14,1,0,234
44,14,2,66,266
45,15,0,0,234
46,15,1,0,266
47,15,2,118,234
48,16,0,0,266
49,16,1,12,234
50,16,2,61,266
51,17,0,16,234
52,17,1,56,266
53,17,2,0,234
54,18,0,62,266
55,18,1,112,234
56,18,2,0,266
57,19,0,12,234
58,19,1,73,266
59,19,2,0,234
60,20,0,0,266
61,20,1,16,234
62,20,2,0,266
